manzent,predios_estrategicos,num_predios_estrategicos,tipo_control,num_combis_consideradas,num_combis_disponibles,num_predios_considerados,num_predios_disponibles
13101201003016,[131350367500005],1,sin_control,37,37,25,25
13101201003017,[131350368200011],1,sin_control,5,5,13,13
13101201003018,[131350368800025],1,con_control,4,4,10,10
13101201003019,"[131350369800001, 131350369800002, 131350369800003, 131350369800004, 131350369800005, 131350369800006, 131350369800015, 131350369800016, 131350369800018, 131350369800019]",10,sin_control,1,1,10,10
13101201003020,[131350369900001],1,sin_control,8,8,14,14
13101201003021,[131350370100017],1,sin_control,7,7,12,12
13101201003022,[131350370000006],1,sin_control,7,7,16,16
13101201003023,[131350369000006],1,sin_control,30,30,22,22
13101201003024,[131350368900017],1,sin_control,15,15,12,12
13101201003025,"[131350368300008, 131350368300017]",2,sin_control,6,6,16,16
13101201003026,"[131350367600041, 131350367600042]",2,sin_control,4,4,7,7
13101201003029,"[131350365900002, 131350365900003, 131350365900004, 131350365900005]",4,sin_control,3,3,6,6
13101201003030,"[131350365400016, 131350365400017, 131350365400018, 131350365400019, 131350365400020]",5,sin_control,1,1,5,5
13101201003031,"[131350364900003, 131350364900004, 131350364900005, 131350364900006]",4,sin_control,3,3,6,6
13101211001002,"[131350377500006, 131350377500007]",2,sin_control,1,1,2,2
13101211001003,"[131350376900025, 131350376900026, 131350376900027]",3,sin_control,2,2,7,7
13101211001004,[131350349600032],1,sin_control,15,15,18,18
13101211001005,[131350375500029],1,sin_control,42,42,24,24
13101211001007,"[131350374100001, 131350374100021]",2,sin_control,3,3,9,9
13101211001009,[131350373300008],1,sin_control,11,11,20,20
13101211001010,[131350372600003],1,sin_control,10,10,10,10
13101211001011,[131350371900024],1,sin_control,5,5,7,7
13101211001013,[131350370900006],1,sin_control,16,16,10,10
13101211001015,"[131350371200004, 131350371200005, 131350371200006, 131350371200007]",4,sin_control,1,1,4,4
13101211001016,"[131350371000008, 131350371000009, 131350371000010, 131350371000011]",4,sin_control,1,1,4,4
13101211001017,"[131350372000011, 131350372000013, 131350372000014, 131350372000048]",4,sin_control,3,3,9,9
13101211001019,"[131350373400007, 131350373400008, 131350373400009, 131350373400010, 131350373400011]",5,sin_control,4,4,12,12
13101211001020,[131350374200023],1,sin_control,11,11,19,19
13101211001021,[131350375600030],1,sin_control,10,10,17,17
13101211001022,[131350377000011],1,sin_control,5,5,8,8
13101211001023,[131350377600031],1,sin_control,29,29,23,23
13101211001026,"[131350375700005, 131350375700006, 131350375700007]",3,sin_control,1,1,3,3
13101211001027,[131350374700065],1,sin_control,32,32,29,29
13101211001028,[131350374300008],1,sin_control,10,10,17,17
13101211001029,[131350373600125],1,con_control,4,4,8,8
13101211001030,[131350372800007],1,sin_control,17,17,13,13
13101211001031,[131350372100005],1,sin_control,12,12,10,10
13101211002011,[131350374400096],1,con_control,3,3,5,5
13101211002015,[131350371400042],1,sin_control,5,5,12,12
13101211002017,[131350371600016],1,sin_control,45,45,20,20
13101211002018,"[131350371700022, 131350371700023, 131350371700024, 131350371700025, 131350371700026, 131350371700027, 131350371700028, 131350371700029]",8,sin_control,1,1,8,8
13101211002020,[131350373900005],1,sin_control,5,5,5,5
13101221001002,"[131350380500005, 131350380500006]",2,sin_control,10,10,14,14
13101221001003,[131350380000003],1,con_control,2,2,2,2
13101221001004,[131350379600013],1,sin_control,43,43,11,11
13101221001006,[131350378600012],1,sin_control,22,22,20,20
13101221001009,"[131350378200024, 131350378200025, 131350378200026, 131350378200027]",4,sin_control,3,3,6,6
13101221001010,"[131350378700008, 131350378700009]",2,sin_control,4,4,6,6
13101261001004,[131340056700078],1,sin_control,9,9,6,6
13101261001005,[131340056600001],1,con_control,1,1,1,1
13101261001006,"[131340056500010, 131340056500011]",2,sin_control,1,1,2,2
13101261001013,[131340063800005],1,sin_control,16,16,11,11
13101261001017,"[131340078600006, 131340078600007, 131340078600008]",3,sin_control,1,1,3,3
13101261001018,"[131340078500007, 131340078500008, 131340078500009, 131340078500010]",4,sin_control,2,2,5,5
13101261001019,"[131340078200023, 131340078200024]",2,sin_control,1,1,2,2
13101261001022,"[131340080600003, 131340080600004]",2,sin_control,1,1,2,2
13101261001023,[131340080700026],1,sin_control,10,10,16,16
13101261001026,[131340083900031],1,sin_control,21,21,26,26
13101261001028,"[131340083700001, 131340083700002, 131340083700003]",3,sin_control,3,3,8,8
13101261001029,"[131340083600007, 131340083600008, 131340083600009, 131340083600028]",4,sin_control,1,1,4,4
13101261001030,[131340083500014],1,sin_control,7,7,8,8
13101261001035,"[131340086700039, 131340086700040, 131340086700041]",3,sin_control,1,1,3,3
13101261001036,[131340086900054],1,sin_control,15,15,9,9
13101261001037,"[131340089700001, 131340089700002, 131340089700020, 131340089700021, 131340089700022]",5,sin_control,1,1,5,5
13101261001038,"[131340089600002, 131340089600003]",2,sin_control,1,1,2,2
13101261001039,"[131340089500016, 131340089500017]",2,sin_control,1,1,2,2
13101271001001,"[131340056000011, 131340056000012, 131340056000013]",3,sin_control,2,2,4,4
13101271001002,[131340055800025],1,sin_control,2,2,5,5
13101271001003,"[131340055700001, 131340055700002, 131340055700003, 131340055700005, 131340055700006]",5,sin_control,1,1,5,5
13101271001004,[131340055600003],1,con_control,1,1,1,1
13101271001015,[131340063000004],1,sin_control,7,7,8,8
13101271001016,"[131340077800013, 131340077800014]",2,sin_control,1,1,2,2
13101271002010,"[131340079600023, 131340079600024]",2,sin_control,3,3,7,7
13101271003005,"[131010066500018, 131010066500019, 131010066500020, 131010066500021, 131010066500022]",5,sin_control,1,1,5,5
13101271003006,"[131340085100004, 131340085100005]",2,sin_control,1,1,2,2
13101271004005,"[131340086000057, 131340086000058, 131340086000059]",3,sin_control,1,1,3,3
13101271004006,[131340089000136],1,sin_control,2,2,4,4
13101271004008,"[131340088700006, 131340088700007, 131340088700008, 131340088700009, 131340088700029]",5,sin_control,2,2,6,6
13101281001001,"[131010040900003, 131010040900004]",2,sin_control,9,9,7,7
13101281001002,[131010040500002],1,con_control,1,1,1,1
13101281001004,[131010039700076],1,sin_control,3,3,6,6
13101281002005,"[131010050700009, 131010050700010, 131010050700011]",3,sin_control,3,3,5,5
13101281002006,"[131010050900004, 131010050900005]",2,sin_control,1,1,2,2
13101281004002,"[131010055100042, 131010055100043]",2,sin_control,2,2,3,3
13101281005001,"[131010072100002, 131010072100003, 131010072100004, 131010072100005]",4,sin_control,1,1,4,4
13110011001004,"[151280002500007, 151280002500008, 151280002500009, 151280002500010, 151280002500013, 151280002500014, 151280002500015, 151280002500016, 151280002500017, 151280002500018]",10,sin_control,1,1,10,10
13110011001011,[151280011100033],1,sin_control,10,10,11,11
13110011001018,"[151280018500003, 151280018500004, 151280018500009, 151280018500010]",4,sin_control,5,5,12,12
13110011001020,"[151280019100005, 151280019100013]",2,sin_control,8,8,14,14
13110011001021,"[151280018700001, 151280018700002, 151280018700003, 151280018700004, 151280018700005, 151280018700006]",6,sin_control,1,1,6,6
13110011002004,[151280110800010],1,sin_control,9,9,19,19
13110011002005,"[151280111000018, 151280111000019]",2,sin_control,9,9,19,19
13110011002006,"[151280111200016, 151280111200017, 151280111200018, 151280111200019]",4,sin_control,3,3,8,8
13110011002009,[151280125600007],1,sin_control,31,31,20,20
13110011002010,[151280125400011],1,sin_control,18,18,11,11
13110011002013,[151280125800004],1,sin_control,42,42,26,26
13110011002014,[151280127600015],1,sin_control,27,27,20,20
13110011002015,[151280127400006],1,sin_control,24,24,16,16
13110011002017,[151280128400004],1,sin_control,24,24,14,14
13110011002018,[151280128200020],1,sin_control,42,42,17,17
13110011002019,[151280127000006],1,sin_control,24,24,16,16
13110011002020,[151280126800013],1,sin_control,23,23,20,20
13110011002021,[151280126600006],1,sin_control,25,25,16,16
13110011002025,[151280128000010],1,sin_control,10,10,13,13
13110011002027,"[151280112200015, 151280112200016, 151280112200017, 151280112200018]",4,sin_control,6,6,16,16
13110011002028,"[151280112600014, 151280112600015, 151280112600016, 151280112600017]",4,sin_control,5,5,15,15
13110011003002,"[151280007200002, 151280007200003, 151280007200004, 151280007200005]",4,sin_control,1,1,4,4
13110011003003,"[151280007000003, 151280007000004]",2,sin_control,14,14,31,31
13110011003005,[151280007600008],1,sin_control,25,25,20,20
13110011003007,[151280007400011],1,sin_control,26,26,14,14
13110011003008,[151280007800007],1,sin_control,22,22,20,20
13110011003018,[151280014200015],1,sin_control,12,12,18,18
13110011003019,[151280015200016],1,sin_control,27,27,20,20
13110011003020,"[151280014000016, 151280014000017]",2,sin_control,16,16,16,16
13110011003022,"[151280012000004, 151280012000005]",2,sin_control,11,11,14,14
13110011003023,[151280009800020],1,sin_control,9,9,18,18
13110011003024,[151280009600018],1,sin_control,15,15,20,20
13110011003025,"[151280009400008, 151280009400009]",2,sin_control,11,11,16,16
13110011003026,[151280009200020],1,sin_control,8,8,18,18
13110011003027,[151280011800006],1,sin_control,12,12,16,16
13110011003029,"[151280013800004, 151280013800005]",2,sin_control,16,16,16,16
13110011003031,[151280013600015],1,sin_control,15,15,20,20
13110011003032,[151280013400016],1,sin_control,14,14,18,18
13110011003033,[151280014800016],1,sin_control,30,30,19,19
13110011003034,[151280013200003],1,sin_control,12,12,17,17
13110011003036,"[151280011600004, 151280011600005]",2,sin_control,13,13,16,16
13110011003037,[151280009000003],1,sin_control,13,13,18,18
13110011003039,"[151280008600016, 151280008600017, 151280008600018, 151280008600019]",4,sin_control,6,6,12,12
13110011004006,[151280011000006],1,sin_control,6,6,15,15
13110011004012,[151280010400018],1,sin_control,12,12,13,13
13110011004014,"[151280010200003, 151280010200009]",2,sin_control,5,5,10,10
13110011004016,"[151280011400005, 151280011400006, 151280011400011, 151280011400012]",4,sin_control,3,3,8,8
13110011004017,[151280012600014],1,sin_control,12,12,16,16
13110011004018,"[151280012800015, 151280012800016]",2,sin_control,12,12,15,15
13110011005001,"[151280112800001, 151280112800002, 151280112800003, 151280112800004, 151280112800005, 151280112800006]",6,sin_control,1,1,6,6
13110021001018,[151280128600008],1,sin_control,11,11,10,10
13110021001019,[151280128800009],1,sin_control,32,32,21,21
13110021001020,"[151280128900004, 151280128900005]",2,sin_control,5,5,6,6
13110021001021,"[151280129000001, 151280129000002]",2,sin_control,3,3,7,7
13110021001023,"[151280129100009, 151280129100010, 151280129100011]",3,sin_control,3,3,6,6
13110021001024,[151280128700005],1,sin_control,18,18,14,14
13110021002003,"[151280139000001, 151280139000002, 151280139000003, 151280139000004, 151280139000005, 151280139000006, 151280139000007]",7,sin_control,2,2,10,10
13110021002004,[151280141600001],1,sin_control,5,5,11,11
13110021002008,"[151280137200001, 151280137200002, 151280137200003, 151280137200004]",4,sin_control,1,1,4,4
13110021002010,[151280131000005],1,sin_control,20,20,16,16
13110021002011,"[151280135800001, 151280135800009]",2,sin_control,6,6,9,9
13110021002012,"[151280131200005, 151280131200007]",2,sin_control,3,3,7,7
13110021002013,[151280137400006],1,sin_control,9,9,15,15
13110021002014,[151280139400057],1,sin_control,22,22,14,14
13110021002015,"[151280139400032, 151280139400033]",2,sin_control,6,6,10,10
13110021002017,[151280139400065],1,sin_control,22,22,18,18
13110021002018,[151280139400006],1,sin_control,35,35,21,21
13110021002019,"[151280150600019, 151280150600020, 151280150600021, 151280150600022, 151280150600023, 151280150600024]",6,sin_control,4,4,24,24
13110021002020,"[151280150800017, 151280150800018]",2,sin_control,18,18,18,18
13110021002021,"[151280139600017, 151280139600018, 151280139600019]",3,sin_control,10,10,18,18
13110021002022,"[151280139700003, 151280139700004, 151280139700005, 151280139700006]",4,sin_control,12,12,16,16
13110021002024,"[151280139500016, 151280139500017]",2,sin_control,21,21,19,19
13110021002025,[151280136200002],1,sin_control,17,17,15,15
13110021002027,"[151280133400016, 151280133400017, 151280133400018]",3,sin_control,5,5,13,13
13110021002028,"[151280133600012, 151280133600013, 151280133600014, 151280133600015]",4,sin_control,5,5,12,12
13110021002031,"[151280135200005, 151280135200006, 151280135200009, 151280135200010, 151280135200011, 151280135200012]",6,sin_control,1,1,6,6
13110021002032,"[151280136800001, 151280136800002, 151280136800003, 151280136800004, 151280136800005, 151280136800006]",6,sin_control,1,1,6,6
13110021002033,"[151280136800020, 151280136800021, 151280136800022, 151280136800023]",4,sin_control,3,3,6,6
13110021002034,"[151280137800002, 151280137800003]",2,sin_control,7,7,14,14
13110021002035,"[151280136600014, 151280136600015]",2,sin_control,5,5,13,13
13110021002036,"[151280135000012, 151280135000013]",2,sin_control,10,10,16,16
13110021002037,"[151280134800001, 151280134800002, 151280134800003, 151280134800004, 151280134800007, 151280134800008]",6,sin_control,1,1,6,6
13110021002039,"[151280136400004, 151280136400005]",2,sin_control,10,10,14,14
13110021002041,"[151280139800006, 151280139800007, 151280139800008, 151280139800009, 151280139800010]",5,sin_control,2,2,10,10
13110021002042,[151280140800036],1,sin_control,17,17,28,28
13110021002043,[151280142400029],1,sin_control,14,14,33,33
13110021002045,[151280140200021],1,sin_control,18,18,27,27
13110021002046,"[151280141000001, 151280141000002, 151280141000003, 151280141000009, 151280141000010]",5,sin_control,4,4,12,12
13110021002047,[151280142600018],1,sin_control,15,15,18,18
13110021002048,"[151280141200020, 151280141200021, 151280141200022, 151280141200023]",4,sin_control,5,5,12,12
13110021003002,"[151280151000007, 151280151000008, 151280151000013, 151280151000014]",4,sin_control,5,5,23,23
13110021003003,"[151280151200015, 151280151200016, 151280151200017, 151280151200018, 151280151200019, 151280151200020]",6,sin_control,2,2,12,12
13110021003004,"[151280151400002, 151280151400003, 151280151400004, 151280151400005]",4,sin_control,5,5,18,18
13110021003005,"[151280151600015, 151280151600016]",2,sin_control,15,15,20,20
13110021003006,Int64[],0,sin_control,13,13,22,22
13110021003008,"[151280154200013, 151280154200014, 151280154200015, 151280154200016, 151280154200017, 151280154200018]",6,sin_control,4,4,24,24
13110021003009,"[151280153400007, 151280153400008, 151280153400009, 151280153400010, 151280153400011, 151280153400012]",6,sin_control,4,4,24,24
13110021003010,"[151280153600007, 151280153600008, 151280153600009, 151280153600010, 151280153600011, 151280153600012]",6,sin_control,1,1,6,6
13110021003013,"[151280154600013, 151280154600014, 151280154600015, 151280154600016, 151280154600017, 151280154600018]",6,sin_control,2,2,12,12
13110021004001,[151280145200010],1,con_control,7,7,7,7
13110021004003,"[151280148600001, 151280148600007, 151280148600008]",3,sin_control,2,2,5,5
13110021004004,[151280148800015],1,sin_control,50,74,29,44
13110021004005,"[151280146800022, 151280146800023, 151280146800030, 151280146800031, 151280146800032]",5,sin_control,3,3,11,11
13110021004006,"[151280146800047, 151280146800048]",2,sin_control,6,6,14,14
13110021004007,"[151280146800055, 151280146800056, 151280146800057, 151280146800058, 151280146800059]",5,sin_control,1,1,5,5
13110021004009,[151280148000005],1,sin_control,13,13,24,24
13110021004010,"[151280150000066, 151280150000067, 151280150000068, 151280150000069, 151280150000070]",5,sin_control,3,3,9,9
13110021004011,[151280149800020],1,sin_control,18,18,12,12
13110021004012,"[151280149200003, 151280149200004]",2,sin_control,4,4,12,12
13110021006011,[151280152000408],1,con_control,10,10,10,10
13110031001002,[151280180200055],1,sin_control,7,7,17,17
13110031001009,[151280205000140],1,sin_control,4,4,11,11
13110031002001,[151280208000015],1,sin_control,6,6,9,9
13110031003001,"[151280211000061, 151280211000062]",2,sin_control,18,18,25,25
13110031003002,[151280211000045],1,sin_control,9,9,14,14
13110031003003,[151280211800011],1,sin_control,5,5,8,8
13110031003004,"[151280213000006, 151280213000007]",2,sin_control,5,5,14,14
13110031003017,[151280227000030],1,sin_control,21,21,17,17
13110031003018,[151280226000017],1,sin_control,11,11,9,9
13110031003019,"[151280225000020, 151280225000021]",2,sin_control,4,4,11,11
13110031003020,"[151280222000164, 151280222000165, 151280222000166, 151280222000167]",4,sin_control,2,2,8,8
13110031004001,"[151280208400003, 151280208400004]",2,sin_control,6,6,12,12
13110031004002,"[151280208600004, 151280208600005]",2,sin_control,8,8,12,12
13110031004003,[151280213800080],1,sin_control,18,18,31,31
13110031004004,[151280216600024],1,sin_control,4,4,6,6
13110031004007,"[151280208800001, 151280208800002, 151280208800003, 151280208800004, 151280208800027, 151280208800028, 151280208800029, 151280208800030]",8,sin_control,1,1,8,8
13110031004008,[151280210000005],1,sin_control,12,12,19,19
13110031004015,"[151280210200001, 151280210200002, 151280210200003, 151280210200004, 151280210200005, 151280210200006]",6,sin_control,1,1,6,6
13110031004037,[151280218000027],1,sin_control,8,8,10,10
13110031005001,"[151280183200045, 151280183200046]",2,sin_control,3,3,4,4
13110031005002,[151280188200018],1,sin_control,6,6,4,4
13110031005003,[151280189200026],1,sin_control,7,7,7,7
13110031005004,"[151280190200063, 151280190200064]",2,sin_control,5,5,11,11
13110031005005,[151280206800004],1,sin_control,3,3,2,2
13110031005006,"[151280206400006, 151280206400007]",2,sin_control,1,1,2,2
13110031005007,[151280205000113],1,sin_control,12,12,13,13
13110031005009,[151280205000076],1,sin_control,25,25,16,16
13110031005012,[151280205000055],1,sin_control,25,25,16,16
13110031006002,"[151280192400056, 151280192400057, 151280192400058, 151280192400059, 151280192400060, 151280192400061, 151280192400062, 151280192400063]",8,sin_control,1,1,8,8
13110031006003,"[151280192400048, 151280192400049, 151280192400050, 151280192400051, 151280192400052, 151280192400053, 151280192400054, 151280192400055]",8,sin_control,1,1,8,8
13110031006004,"[151280192800006, 151280192800007, 151280192800008, 151280192800010, 151280192800011, 151280192800012, 151280192800013]",7,sin_control,2,2,9,9
13110031006005,"[151280193000008, 151280193000009, 151280193000013, 151280193000014]",4,sin_control,4,4,13,13
13110031006007,"[151280193600005, 151280193600006, 151280193600011, 151280193600012]",4,sin_control,5,5,12,12
13110041001001,[151280229200023],1,sin_control,28,28,17,17
13110041001004,[151280231000032],1,sin_control,50,66,27,31
13110041001005,Int64[],0,sin_control,50,50,39,39
13110041001006,[151280232200023],1,sin_control,50,53,20,22
13110041001007,[151280232800025],1,sin_control,50,55,26,27
13110041001008,[151280233400018],1,sin_control,50,63,26,26
13110041001009,[151280234000034],1,sin_control,50,69,28,30
13110041001010,[151280234600026],1,sin_control,45,45,26,26
13110041001028,[151280241200008],1,con_control,2,2,2,2
13110041002001,[151280242600004],1,sin_control,34,34,19,19
13110041002004,[151280244400023],1,sin_control,50,81,35,37
13110041002005,Int64[],0,sin_control,50,69,34,39
13110041002006,[151280245600007],1,sin_control,50,64,26,26
13110041002007,[151280246200045],1,sin_control,50,112,39,41
13110041002008,[151280246800034],1,sin_control,50,85,22,27
13110041002009,[151280247400038],1,sin_control,50,56,28,31
13110041002010,[151280248000011],1,sin_control,50,97,27,36
13110041002015,[151280251000031],1,sin_control,41,41,24,24
13110061001002,[151280058200009],1,sin_control,16,16,17,17
13110061001004,[151280058800009],1,sin_control,16,16,17,17
13110061001007,"[151280059200004, 151280059200005, 151280059200006, 151280059200007]",4,sin_control,6,6,12,12
13110061001009,[151280059400008],1,sin_control,13,13,17,17
13110061001010,[151280059600014],1,sin_control,13,13,17,17
13110061001011,[151280059800008],1,sin_control,17,17,20,20
13110061001012,"[151280060200006, 151280060200007, 151280060200008, 151280060200009, 151280060200010]",5,sin_control,2,2,6,6
13110061001014,"[151280060000014, 151280060000015, 151280060000016, 151280060000017]",4,sin_control,4,4,11,11
13110061001015,"[151280060400018, 151280060400019]",2,sin_control,11,11,16,16
13110061001017,[151280060800007],1,sin_control,10,10,15,15
13110061001018,[151280061200025],1,sin_control,22,22,20,20
13110061001020,[151280061400013],1,sin_control,12,12,21,21
13110061001021,[151280061600010],1,sin_control,9,9,15,15
13110061002040,[151280156400014],1,sin_control,15,15,16,16
13110061002041,[151280156400005],1,con_control,6,6,9,9
13110061004003,[151280171000097],1,sin_control,7,7,7,7
13110061004005,"[151280170000038, 151280170000039, 151280170000040, 151280170000041]",4,sin_control,1,1,4,4
13110061004006,[151280169000099],1,sin_control,10,10,15,15
13110061006001,[151280700400012],1,sin_control,14,14,24,24
13110061006002,"[151280700600005, 151280700600006, 151280700600011, 151280700600012]",4,sin_control,4,4,16,16
13110061006003,[151280700800005],1,sin_control,13,13,20,20
13110071004012,[151280785200157],1,sin_control,50,122,32,85
13110071004033,"[151280786400010, 151280786400015]",2,sin_control,3,3,10,10
13110081001034,[151280739600028],1,sin_control,42,42,30,30
13110081001035,[151280739400016],1,sin_control,18,18,16,16
13110081001036,[151280739200016],1,sin_control,12,12,15,15
13110081001038,"[151280738800013, 151280738800014, 151280738800015, 151280738800016]",4,sin_control,4,4,10,10
13110081001041,[151280738200020],1,sin_control,49,49,34,34
13110081003037,"[151280790200164, 151280790200165]",2,sin_control,12,12,37,37
13110091001001,[151280825000006],1,sin_control,23,23,34,34
13110091001002,[151280827600006],1,sin_control,33,33,28,28
13110091004001,Int64[],0,sin_control,29,29,38,38
13110091004047,[151280846600033],1,sin_control,36,36,45,45
13110091005030,[151280808800058],1,sin_control,13,13,21,21
13110091005041,[151280251400051],1,sin_control,19,19,25,25
13110091005042,"[151280251400044, 151280251400046]",2,sin_control,1,1,2,2
13110101001001,"[151280254400012, 151280254400013, 151280254400014]",3,sin_control,1,1,3,3
13110101001002,"[151280259600006, 151280259600013]",2,sin_control,6,6,10,10
13110101001004,"[151280251600009, 151280251600010]",2,sin_control,12,12,25,25
13110101001008,[151280265600005],1,sin_control,15,15,17,17
13110101001009,[151280265400006],1,sin_control,25,25,19,19
13110101001010,[151280265200018],1,sin_control,43,43,24,24
13110101001012,[151280266200006],1,sin_control,6,6,8,8
13110101004001,"[151280267000063, 151280267000064, 151280267000065, 151280267000066, 151280267000067, 151280267000068]",6,sin_control,1,1,6,6
13110101004002,[151280267000015],1,sin_control,5,5,9,9
13110101004005,"[151280272200020, 151280272200021, 151280272200022, 151280272200023, 151280272200024, 151280272200025, 151280272200026, 151280272200027]",8,sin_control,1,1,8,8
13110101004010,[151280273000051],1,sin_control,50,274,27,61
13110101004011,[151280280600018],1,sin_control,50,118,30,30
13110101004012,[151280280000004],1,sin_control,50,86,19,26
13110101004013,[151280283600018],1,sin_control,50,89,23,47
13110111001014,"[151280283400007, 151280283400008]",2,sin_control,2,2,10,10
13110111002009,[151280325400023],1,con_control,6,6,11,11
13110111002010,"[151280324400035, 151280324400036, 151280324400037]",3,sin_control,4,4,9,9
13110111002013,"[151280338400003, 151280338400004, 151280338400005, 151280338400006, 151280338400007]",5,sin_control,2,2,7,7
13110111002014,"[151280338200008, 151280338200009, 151280338200010]",3,sin_control,7,7,17,17
13110111002016,"[151280337800011, 151280337800012, 151280337800013, 151280337800014, 151280337800015]",5,sin_control,2,2,11,11
13110111002017,[151280336200051],1,sin_control,50,61,70,71
13110111003002,[151280383600012],1,sin_control,18,18,15,15
13110111003003,[151280380200095],1,sin_control,7,7,15,15
13110111003014,[151280382200098],1,sin_control,43,43,18,18
13110111004009,[151280380000024],1,sin_control,8,8,14,14
13110111004022,[151280390000003],1,sin_control,9,9,9,9
13110111004023,[151280388400007],1,sin_control,21,21,7,7
13110121002001,[151280310000014],1,sin_control,22,22,32,32
13110121002002,[151280318000007],1,sin_control,19,19,18,18
13110121002003,[151280318200012],1,sin_control,24,24,16,16
13110121002004,[151280318400005],1,sin_control,29,29,20,20
13110121002005,[151280319600003],1,sin_control,14,14,16,16
13110121003001,Int64[],0,sin_control,50,54,48,48
13110121003010,[151280357000011],1,sin_control,26,26,24,24
13110121003011,Int64[],0,sin_control,50,108,44,44
13110121003012,[151280359000016],1,sin_control,37,37,25,25
13110121003025,"[151280350800202, 151280350800203, 151280350800204, 151280350800205]",4,sin_control,2,2,6,6
13110121003026,"[151280350800197, 151280350800200]",2,sin_control,6,6,13,13
13110121004001,[151280363000012],1,sin_control,30,30,11,11
13110121004003,[151280370000005],1,sin_control,10,10,6,6
13110121004004,[151280370200002],1,sin_control,10,10,7,7
13110121004016,[151280380200003],1,sin_control,50,58,33,33
13110121004017,[151280374000003],1,con_control,3,3,4,4
13110121004018,"[151280373800007, 151280373800008]",2,sin_control,1,1,2,2
13110121004019,[151280374800017],1,sin_control,50,57,24,24
13110121004021,[151280385400008],1,sin_control,13,13,13,13
13110121004022,[151280385800008],1,sin_control,26,26,14,14
13110121004023,[151280386200002],1,sin_control,30,30,19,19
13110121004024,[151280386600007],1,sin_control,46,46,17,17
13110121004025,[151280387000007],1,sin_control,50,62,20,20
13110121004026,[151280387400004],1,sin_control,29,29,11,11
13110121004027,[151280387800008],1,sin_control,36,36,12,12
13110131001009,[151281210200005],1,sin_control,45,45,21,21
13110131001017,[151281205200015],1,sin_control,50,61,25,26
13110131001018,[151281210000007],1,sin_control,37,37,16,16
13110131001019,[151281211500006],1,sin_control,50,67,25,26
13110131001022,[151281213100016],1,sin_control,50,61,22,22
13110131001024,[151281211600008],1,sin_control,30,30,14,14
13110131001025,[151281213200013],1,sin_control,46,46,18,18
13110131001027,[151281211800007],1,sin_control,22,22,16,16
13110131001028,[151281211900007],1,sin_control,25,25,15,15
13110131001029,[151281213300011],1,sin_control,47,47,19,19
13110131001030,[151281213400008],1,sin_control,46,46,18,18
13110131001032,[151281212000015],1,sin_control,43,43,21,21
13110131001035,"[151281213700033, 151281213700034, 151281213700036]",3,sin_control,1,1,3,3
13110131002011,[151281214600016],1,sin_control,50,103,26,44
13110131002012,[151281215100003],1,sin_control,50,54,31,31
13110131002013,[151281220000007],1,sin_control,14,14,13,13
13110131002014,[151281220100017],1,sin_control,42,42,20,20
13110131002015,[151281220200008],1,sin_control,46,46,21,21
13110131002017,[151281220300004],1,sin_control,32,32,15,15
13110131002018,[151281220400016],1,sin_control,26,26,22,22
13110131002019,[151281220500017],1,sin_control,44,44,21,21
13110161002013,[151280280100333],1,sin_control,23,23,26,26
13110161003001,[151280290100083],1,sin_control,35,35,18,18
13110161003020,[151280290100046],1,sin_control,14,14,13,13
13110161003022,[151280290100038],1,sin_control,11,11,8,8
13110161003025,[151280303100019],1,sin_control,50,50,33,33
13110161003027,[151280305900064],1,sin_control,24,24,30,30
13110161004042,[151280285100019],1,sin_control,23,23,21,21
13110161006005,[151280403500033],1,sin_control,50,70,32,43
13110161006006,[151280404500011],1,sin_control,32,32,13,13
13110171002011,[151280155300104],1,sin_control,31,31,29,29
13110171002019,"[151280140500005, 151280140500006, 151280140500007]",3,sin_control,2,2,5,5
13110171002020,[151280141500008],1,sin_control,36,36,19,19
13110171002021,[151280142500007],1,con_control,8,8,6,6
13110171003007,[151280160700003],1,sin_control,21,21,10,10
13110171003008,"[151280160900005, 151280160900006, 151280160900007]",3,sin_control,1,1,3,3
13110171003009,"[151280164700004, 151280164700005, 151280164700008, 151280164700009]",4,sin_control,1,1,4,4
13110171003010,[151280164500010],1,sin_control,12,12,11,11
13110171003011,[151280164300003],1,sin_control,8,8,10,10
13110171003012,[151280164100003],1,sin_control,15,15,10,10
13110171004013,"[151280226100038, 151280226100039, 151280226100040, 151280226100167]",4,sin_control,2,2,5,5
13110171004018,"[151280231100007, 151280231100008, 151280231100009]",3,sin_control,5,5,9,9
13110171005022,Int64[],0,sin_control,42,42,72,72
13110171005023,[151280203500154],1,sin_control,39,39,29,29
13110171005024,[151280203500124],1,sin_control,14,14,24,24
13110171005025,"[151280203500093, 151280203500094]",2,sin_control,7,7,17,17
13110171005028,"[151280203500079, 151280203500080, 151280203500081, 151280203500082]",4,sin_control,6,6,16,16
13110171005029,"[151280203500054, 151280203500055, 151280203500056, 151280203500057, 151280203500058]",5,sin_control,2,2,11,11
13110171005030,"[151280203500262, 151280203500263, 151280203500264]",3,sin_control,7,7,16,16
13110171005031,"[151280203500236, 151280203500237]",2,sin_control,5,5,10,10
13110191002010,"[151280069900020, 151280069900021, 151280069900022]",3,sin_control,2,2,7,7
13110191002011,"[151280069900014, 151280069900015]",2,sin_control,9,9,12,12
