codigo_predial|manzent|bypassability|strategic_power
151600050300028|13132011003030|0.8963001563314226|-34.0
151600050300029|13132011003030|0.9369310793237972|-39.0
151600050300034|13132011003030|0.6133828996282528|80.5
151600050300024|13132011003030|0.96403411197627|-39.0
151600050300025|13132011003030|0.936985708098744|-39.0
151600050300020|13132011003030|0.9365079365079365|232.5
151600050300018|13132011003030|0.8571428571428571|97.5
151600050300019|13132011003030|0.9081632653061225|97.5
151600050300017|13132011003030|0.8571428571428571|97.5
151600050300030|13132011003030|0.9640074211502783|-39.0
151600050300016|13132011003030|0.8082744702320888|227.5
151600050300006|13132011003030|0.7448132780082988|-13.0
151600050300015|13132011003030|0.8539026017344896|362.5
151600050300012|13132011003030|1.0|-3.5
151600050300013|13132011003030|0.7842715943274603|377.5
151600050300014|13132011003030|1.0|250.5
151600050300033|13132011003030|0.6666666666666666|22.5
151600050300001|13132011003030|0.6133828996282528|80.5
151600050300010|13132011003030|0.6931407942238267|-51.0
151600050300037|13132011003030|0.6666666666666666|-14.0
151600050300005|13132011003030|0.6033613445378151|108.5
151600050300023|13132011003030|0.0|-11.0
151600050300009|13132011003030|0.6421404682274248|-29.0
151600050300032|13132011003030|0.6666666666666666|22.5
151600050300004|13132011003030|0.6839378238341969|-14.0
151600050300002|13132011003030|0.7300884955752213|-14.0
151600050300035|13132011003030|0.7300884955752213|-14.0
151600050300036|13132011003030|0.6666666666666666|-14.0
151600050300003|13132011003030|0.6502463054187192|14.5
151600050300021|13132011003030|0.6666666666666666|22.5
151600047100002|13132011003031|0.8964715005816207|-90.0
151600047100021|13132011003031|0.6637390213299874|7.0
151600047100011|13132011003031|0.7330739299610894|425.0
151600047100030|13132011003031|0.7326578332034295|425.0
151600047100003|13132011003031|0.7655805124960455|-110.0
151600047100004|13132011003031|0.9063670411985019|-18.0
151600047100005|13132011003031|0.8907024191197902|-18.0
151600047100006|13132011003031|0.8048459309981565|-110.0
151600047100007|13132011003031|0.9169517884914463|-90.0
151600047100008|13132011003031|0.820230607966457|425.0
151600047100013|13132011003031|0.7764738950179186|202.0
151600047100012|13132011003031|0.9373144456696921|478.0
151600047100014|13132011003031|0.7580510246758678|341.0
151600047100022|13132011003031|0.669620253164557|-7.0
151600047100015|13132011003031|0.9487045276105731|327.0
151600047100019|13132011003031|0.0|-9.0
151600046900009|13132011003032|0.0|0.0
151600046700040|13132011003033|0.834281072298944|20.0
151600046700041|13132011003033|0.6901579586877278|-54.0
151600046700033|13132011003033|0.0|219.0
151600046700042|13132011003033|0.9033665835411472|-52.0
151600046700043|13132011003033|0.9016801493466086|-49.0
151600046700032|13132011003033|0.0|1667.0
151600046700036|13132011003033|0.0|29.0
151600042100012|13132011004001|1.0|-300.0
151600042100013|13132011004001|0.0|300.0
151600043300021|13132011004004|0.0|0.0
151600041900020|13132011004005|0.6666666666666666|0.0
151600041900021|13132011004005|0.6666666666666666|0.0
151600043100018|13132011004006|0.6710369487485102|6.0
151600043100019|13132011004006|0.6623529411764706|22.5
151600043100020|13132011004006|0.0|-28.5
151600042900017|13132011004007|0.0|0.0
151600042700013|13132011004008|0.6671575846833578|450.0
151600042700012|13132011004008|0.7947368421052632|-204.0
151600042700011|13132011004008|0.8046181172291297|-246.0
151600042500006|13132011004009|0.6666666666666666|0.0
151600042500014|13132011004009|0.6666666666666666|0.0
151600041300005|13132011005001|0.8123591889282266|-139.0
151600041300006|13132011005001|0.7939444911690496|-96.0
151600041300003|13132011005001|1.0|52.0
151600041300004|13132011005001|0.8349321865696329|232.0
151600041300007|13132011005001|0.6472919418758256|-52.0
151600041300031|13132011005001|0.0|275.0
151600041700010|13132011005002|0.6663815226689478|1.0
151600041700011|13132011005002|0.6669520547945206|-1.0
151600041500003|13132011005003|0.6666666666666666|0.0
151600041500004|13132011005003|0.6666666666666666|0.0
151600040500004|13132011006002|0.0|0.0
151600100700011|13132021002001|0.0|878.0
151600100700012|13132021002001|1.0|-878.0
151600101900034|13132021002003|0.6632996632996633|6.0
151600101900035|13132021002003|0.6700680272108843|-6.0
151600102500029|13132021002004|0.6057761732851985|30.0
151600102500011|13132021002004|0.741166077738516|-238.0
